Index,MSE
provincial_set_detailed_imputer_minmax_discretized: Alberta_economics,27.68248801627717
provincial_set_detailed_imputer_minmax_discretized: British Columbia_economics,0.7842062349687884
provincial_set_detailed_imputer_minmax_discretized: Manitoba_economics,1.1772634715788208
provincial_set_detailed_imputer_minmax_discretized: New Brunswick_economics,0.31091981368085536
provincial_set_detailed_imputer_minmax_discretized: Newfoundland and Labrador_economics,0.5555555555555556
provincial_set_detailed_imputer_minmax_discretized: Northwestern_economics,0.02973258268824773
provincial_set_detailed_imputer_minmax_discretized: Nova Scotia_economics,0.37469425287356334
provincial_set_detailed_imputer_minmax_discretized: Nunavut_economics,0.0074331456720619325
provincial_set_detailed_imputer_minmax_discretized: Ontario_economics,1563.8782899277746
provincial_set_detailed_imputer_minmax_discretized: Prince Edward Island_economics,0.10306513409961683
provincial_set_detailed_imputer_minmax_discretized: Quebec_economics,14.372347925453054
provincial_set_detailed_imputer_minmax_discretized: Saskatchewan_economics,2.6699263171191387
provincial_set_detailed_imputer_minmax_discretized: Yukon_economics,0.00015325670498084285
provincial_set_detailed_imputer_minmax_nondiscretized: Alberta_economics,24594.727208010918
provincial_set_detailed_imputer_minmax_nondiscretized: British Columbia_economics,1100.215090061138
provincial_set_detailed_imputer_minmax_nondiscretized: Manitoba_economics,88.4467624746427
provincial_set_detailed_imputer_minmax_nondiscretized: New Brunswick_economics,57868.49187747614
provincial_set_detailed_imputer_minmax_nondiscretized: Newfoundland and Labrador_economics,65.34777794893962
provincial_set_detailed_imputer_minmax_nondiscretized: Northwestern_economics,5239.196395212143
provincial_set_detailed_imputer_minmax_nondiscretized: Nova Scotia_economics,38673.523753223104
provincial_set_detailed_imputer_minmax_nondiscretized: Nunavut_economics,0.2468160433756726
provincial_set_detailed_imputer_minmax_nondiscretized: Ontario_economics,31816.430077630554
provincial_set_detailed_imputer_minmax_nondiscretized: Prince Edward Island_economics,51.085924260487324
provincial_set_detailed_imputer_minmax_nondiscretized: Quebec_economics,2.5732223224224666e+18
provincial_set_detailed_imputer_minmax_nondiscretized: Saskatchewan_economics,92.33424464992687
provincial_set_detailed_imputer_minmax_nondiscretized: Yukon_economics,67.9616727191995
provincial_set_detailed_imputer_nonorm_discretized: Alberta_economics,27.558864401133714
provincial_set_detailed_imputer_nonorm_discretized: British Columbia_economics,0.7081582526971029
provincial_set_detailed_imputer_nonorm_discretized: Manitoba_economics,1.3362340920095426
provincial_set_detailed_imputer_nonorm_discretized: New Brunswick_economics,0.41856681833587783
provincial_set_detailed_imputer_nonorm_discretized: Newfoundland and Labrador_economics,0.5555555555555556
provincial_set_detailed_imputer_nonorm_discretized: Northwestern_economics,0.02973258268824773
provincial_set_detailed_imputer_nonorm_discretized: Nova Scotia_economics,0.3524720306513411
provincial_set_detailed_imputer_nonorm_discretized: Nunavut_economics,0.0074771287825475055
provincial_set_detailed_imputer_nonorm_discretized: Ontario_economics,1501.907977983274
provincial_set_detailed_imputer_nonorm_discretized: Prince Edward Island_economics,0.10306513409961683
provincial_set_detailed_imputer_nonorm_discretized: Quebec_economics,14.508912205062803
provincial_set_detailed_imputer_nonorm_discretized: Saskatchewan_economics,2.6699263171191387
provincial_set_detailed_imputer_nonorm_discretized: Yukon_economics,0.0007662835249042145
provincial_set_detailed_imputer_nonorm_nondiscretized: Alberta_economics,529433119269066.0
provincial_set_detailed_imputer_nonorm_nondiscretized: British Columbia_economics,1785655178055.17
provincial_set_detailed_imputer_nonorm_nondiscretized: Manitoba_economics,57692972985.6849
provincial_set_detailed_imputer_nonorm_nondiscretized: New Brunswick_economics,2866181738009.9067
provincial_set_detailed_imputer_nonorm_nondiscretized: Newfoundland and Labrador_economics,187312909902.6101
provincial_set_detailed_imputer_nonorm_nondiscretized: Northwestern_economics,243372744917.53958
provincial_set_detailed_imputer_nonorm_nondiscretized: Nova Scotia_economics,32662549411016.92
provincial_set_detailed_imputer_nonorm_nondiscretized: Nunavut_economics,390579510.9806965
provincial_set_detailed_imputer_nonorm_nondiscretized: Ontario_economics,9507362118124292.0
provincial_set_detailed_imputer_nonorm_nondiscretized: Prince Edward Island_economics,29523694374.664047
provincial_set_detailed_imputer_nonorm_nondiscretized: Quebec_economics,2177022047289.4226
provincial_set_detailed_imputer_nonorm_nondiscretized: Saskatchewan_economics,119793972845.37546
provincial_set_detailed_imputer_nonorm_nondiscretized: Yukon_economics,3062618381.866813
provincial_set_detailed_imputer_std_discretized: Alberta_economics,25.380646855707184
provincial_set_detailed_imputer_std_discretized: British Columbia_economics,0.7805745006679561
provincial_set_detailed_imputer_std_discretized: Manitoba_economics,1.1990188332183904
