Area_Year,1_Live births,1_Live births.1,1_Live births.2,2_Number of students in elementary and secondary schools,2_Number of students in elementary and secondary schools.1,2_Number of students in elementary and secondary schools.2,2_Number of students in elementary and secondary schools.3,2_Number of students in elementary and secondary schools.4,2_Number of students in elementary and secondary schools.5,2_Number of students in elementary and secondary schools.6,2_Number of students in elementary and secondary schools.7,2_Number of students in elementary and secondary schools.8,2_Number of students in elementary and secondary schools.9,2_Number of students in elementary and secondary schools.10,2_Number of students in elementary and secondary schools.11,2_Number of students in elementary and secondary schools.12,2_Number of students in elementary and secondary schools.13,2_Number of students in elementary and secondary schools.14,2_Number of students in elementary and secondary schools.15,3_Number of full-time and part-time educators,4_Canada_gdp_yearly,4_Canada_gdp_yearly.1,4_Canada_gdp_yearly.2,4_Canada_gdp_yearly.3,4_Canada_gdp_yearly.4,4_Canada_gdp_yearly.5,4_Canada_gdp_yearly.6,4_Canada_gdp_yearly.7,4_Canada_gdp_yearly.8,4_Canada_gdp_yearly.9,4_Canada_gdp_yearly.10,4_Canada_gdp_yearly.11,4_Canada_gdp_yearly.12,4_Canada_gdp_yearly.13,4_Canada_gdp_yearly.14,4_Canada_gdp_yearly.15,4_Canada_gdp_yearly.16,4_Canada_gdp_yearly.17,4_Canada_gdp_yearly.18,4_Canada_gdp_yearly.19,4_Canada_gdp_yearly.20,4_Canada_gdp_yearly.21,4_Canada_gdp_yearly.22,4_Canada_gdp_yearly.23,4_Canada_gdp_yearly.24,4_Canada_gdp_yearly.25,4_Canada_gdp_yearly.26,4_Canada_gdp_yearly.27,4_Canada_gdp_yearly.28,4_Canada_gdp_yearly.29,4_Canada_gdp_yearly.30,4_Canada_gdp_yearly.31,4_Canada_gdp_yearly.32,4_Canada_gdp_yearly.33,4_Canada_gdp_yearly.34,4_Canada_gdp_yearly.35,4_Canada_gdp_yearly.36,4_Canada_gdp_yearly.37,4_Canada_gdp_yearly.38,6_Estimates of population,7_Dependency ratio,9_Postsecondary enrolments,6_Estimates of population.1,7_Dependency ratio.1
British Columbia_2007,"43,698","43,644",54.0,"645,033","631,071","13,962",0.0,"578,628","564,663","13,962",0.0,"65,370","65,367",0.0,0.0,"1,038","1,038",0.0,0.0,"37,119","169,126","126,699","53,705","14,750","8,269","30,653","72,954","3,009","39,404","52,756","44,436","20,099","19,440","11,191","8,044","4,863",234,"8,093","1,349","1,348","1,347",-29,"81,168","48,877","34,914","13,816","32,113","13,725","18,152","95,697","50,363","41,706","8,661","45,392","21,621","23,742",-299,"209,419","221,950","4,290,984",58.4,"242,394",,
British Columbia_2008,"44,373","44,314",59.0,"637,557","625,038","12,519",,"571,269","558,750","12,519",,"65,475","65,475",,,813,813,,,"36,921","174,156","129,782","54,181","14,498","8,450","31,240","75,590","3,400","40,961","54,232","45,183","19,096","20,991","12,832","8,067","5,102",504,"8,551",84,76,174,-136,"78,546","46,555","33,552","12,798","31,875","13,221","18,498","96,459","51,878","42,912","8,969","44,556","20,379","24,176",-213,"210,903","228,456","4,349,336",58.0,"244,416",,
British Columbia_2009,"45,121","45,054",67.0,"631,644","619,332","12,309",,"565,875","553,563","12,309",,"65,076","65,076",,,693,690,,,"36,372","174,870","130,162","52,955","13,752","8,225","31,031","77,211","3,246","41,455","47,954","39,098","17,460","17,469","11,376","6,129","4,188",317,"8,571",-953,-952,-985,58,"73,286","41,295","28,058","13,335","32,015","12,388","19,595","89,411","45,582","36,767","8,812","44,022","19,427","24,609",-131,"205,878","222,820","4,410,506",57.8,"244,785",,
British Columbia_2010,"43,879","43,819",60.0,"628,020","614,715","13,308",,"562,740","549,432","13,308",,"64,728","64,728",,,552,555,,,"35,958","180,074","135,142","54,461","14,393","8,667","31,413","80,682","3,173","41,761","50,956","41,533","17,494","19,425","12,170","7,237","4,611",240,"9,222",-946,-942,-863,-92,"79,025","46,032","31,700","14,396","32,977","12,157","20,828","97,377","52,037","42,271","9,767","45,381","18,984","26,398",-137,"211,749","231,029","4,465,546",57.7,"261,339",,
British Columbia_2011,"44,205","44,146",59.0,"651,609","638,232","13,380",,"579,111","565,728","13,380",,"70,272","70,272",,,"2,226","2,229",,,"36,108","183,960","137,998","55,119","14,564","9,062","31,495","82,879","3,351","42,612","51,459","43,876","17,987","21,237","13,734","7,500","4,657",247,"7,334",742,719,564,171,"82,874","47,491","33,180","14,326","35,389","13,116","22,278","100,829","55,500","45,024","10,476","45,333","18,984","26,350",-108,"218,203","235,419","4,502,104",58.1,"268,887",,
British Columbia_2012,"44,170","44,107",63.0,"643,686","630,825","12,858",,"569,736","556,875","12,861",,"71,865","71,868",,,"2,085","2,085",,,"36,021","187,489","140,749","55,774","15,063","9,150","31,561","84,975","3,396","43,344","54,486","46,165","19,282","22,749","14,937","7,812","4,134",280,"8,041",600,522,500,22,"85,442","49,179","34,647","14,531","36,263","13,701","22,562","104,682","58,732","47,586","11,146","45,950","19,417","26,533",-6,"223,329","241,975","4,566,769",58.3,"273,123",,
British Columbia_2013,"43,893","43,817",76.0,"640,899","627,993","12,906",,"564,528","551,622","12,909",,"74,310","74,310",,,"2,061","2,061",,,"35,613","191,121","144,336","57,167","15,795","9,402","31,971","87,169","3,448","43,347","53,147","45,442","19,396","21,802","14,618","7,182","4,243",369,"7,339","1,082","1,070","1,157",-81,"88,297","51,865","36,895","14,974","36,434","13,612","22,822","105,680","58,629","46,891","11,729","47,049","18,783","28,265",162,"228,310","244,269","4,630,077",58.5,"273,093",,
British Columbia_2014,"44,479","44,397",82.0,"637,089","624,927","12,165",,"558,984","546,819","12,165",,"76,074","76,074",,,"2,031","2,034",,,"35,505","195,272","149,395","59,622","16,955","9,874","32,801","89,779","3,418","42,520","56,695","48,478","20,558","23,888","16,070","7,814","4,030",403,"7,817",826,883,856,27,"94,851","55,806","39,096","16,711","39,048","13,943","25,146","111,054","61,786","49,574","12,206","49,261","17,366","31,969",-38,"236,696","251,975","4,707,103",58.7,"276,726",,
British Columbia_2015,"44,383","44,315",68.0,"635,643","625,962","9,681",,"552,786","543,105","9,681",,"80,637","80,634",,,"2,220","2,220",,,"35,757","202,331","155,326","62,952","18,329","10,643","33,998","92,402","3,637","43,451","54,920","46,833","22,528","20,938","14,103","6,832","3,367",395,"7,694",184,156,101,46,"94,041","56,639","39,637","17,002","37,419","13,153","24,313","109,916","62,081","49,561","12,515","47,749","16,871","30,949",-129,"241,509","257,194","4,776,388",59.3,"271,272",,
British Columbia_2016,"45,397","45,298",99.0,"637,284","629,160","8,121",,"553,374","545,253","8,121",,"81,660","81,660",,,"2,247","2,247",,,"36,111","208,433","160,338","65,287","19,499","10,957","34,852","95,087","4,015","44,179","58,031","49,843","25,916","20,462","12,661","7,744","3,420",329,"7,859",-105,-106,-174,55,"97,054","58,311","40,780","17,530","38,766","12,922","25,885","115,448","65,893","52,808","13,075","49,393","18,125","31,334",199,"248,262","266,460","4,859,250",59.9,"273,408",,
British Columbia_2017,"44,773","44,648",125.0,"643,410","635,706","7,704",,"557,625","549,921","7,704",,"83,469","83,469",,,"2,316","2,316",,,,"217,014","167,984","68,913","21,152","11,454","36,328","99,120","3,993","45,171","60,751","51,910","25,970","22,382","14,297","8,036","3,580",326,"8,520","1,638","1,612","1,668",-35,"99,738","60,395","41,307","19,083","39,310","12,589","26,748","121,506","68,262","55,880","12,409","53,172","19,154","34,092",-76,"257,724","277,778","4,929,384",60.7,"277,974",,
British Columbia_2018,"43,736","43,599",137.0,"650,496","642,990","7,506",,"563,241","555,735","7,506",,"84,999","84,996",,,"2,259","2,256",,,,"224,201","173,566","70,911","21,832","12,188","36,920","102,701","4,173","46,601","62,577","52,675","25,551","22,998","14,310","8,633","4,224",347,"9,579","2,810","2,776","2,208",419,"103,531","62,836","42,326","20,537","40,637","13,380","27,292","125,933","70,862","58,109","12,789","54,984","20,201","34,843",-57,"266,882","286,780","5,010,476",61.3,"286,914",,
British Columbia_2019,"43,676","43,452",224.0,"657,372","649,893","7,482",,"568,980","561,501","7,482",,"86,082","86,082",,,"2,307","2,310",,,,"228,407","176,378","70,995","21,518","12,487","37,020","105,407","4,279","47,874","68,783","58,791","24,876","29,450","19,758","9,641","4,900",333,"9,663","2,486","2,463","1,990",470,"105,851","64,310","41,271","23,131","41,473","13,027","28,469","131,208","73,391","59,584","13,790","57,771","21,116","36,724",144,"273,941","297,493","5,094,796",61.6,"295,320",,
British Columbia_2020,"42,384","42,251",133.0,"665,676","657,753","7,926",,"576,000","568,074","7,923",,"87,222","87,222",,,"2,454","2,454",,,,"224,258","170,129","72,589","21,251","12,132","39,185","97,698","4,351","49,720","69,682","59,335","25,691","29,243","21,428","7,804","4,784",323,"10,033",-318,-329,-752,440,"95,976","55,097","37,716","17,465","41,250","15,353","26,013","123,432","67,146","57,624","9,859","56,462","20,746","35,781",-56,"265,831","294,349","5,158,728",62.3,"297,432",,
British Columbia_2021,"44,054","43,999",55.0,"661,122","654,147","6,972",,"568,284","561,312","6,975",,"87,291","87,291",,,"5,550","5,547",,,,"240,664","182,479","78,300","23,544","14,616","40,246","104,360","4,478","53,629","77,017","65,131","29,447","30,764","22,514","8,240","5,143",315,"11,603","1,683","1,670","1,692",-8,"99,016","58,074","40,026","18,112","41,081","13,677","27,554","136,118","74,980","66,525","9,070","61,247","21,865","39,506",10,"282,111","318,273","5,214,805",62.6,"287,523",,
Manitoba_1991,"17,728","17,718",10.0,,,,,,,,,,,,,,,,,,"32,663","20,529","9,246","1,647","1,127","6,850","11,298",467,"11,912","5,458","4,028","1,536","2,306","1,790",840,211,35,"1,443",-475,-471,-405,13,"13,627","5,670","5,117",565,"8,129","3,163","5,101","14,797","5,063","3,965","1,202","10,147","5,214","4,927",279,"37,004","38,105",,,,,
Manitoba_1992,"17,073","17,059",14.0,,,,,,,,,,,,,,,,,,"32,676","20,664","9,189","1,653","1,124","6,778","11,510",506,"11,711","5,302","3,864","1,556","2,138","1,585",810,232,31,"1,461",-520,-520,-443,7,"14,728","6,077","5,462",630,"8,845","3,348","5,651","15,047","5,297","4,175","1,220","10,115","5,099","5,006",-172,"37,272","37,953",,,,,
Manitoba_1993,"17,155","17,141",14.0,,,,,,,,,,,,,,,,,,"32,918","21,042","9,342","1,655","1,159","6,900","11,738",499,"11,539","5,479","4,108","1,788","2,163","1,325",931,287,35,"1,375",-365,-366,-176,-231,"14,652","6,284","5,641",661,"8,519","3,169","5,507","15,643","5,677","4,481","1,297","10,275","4,924","5,342",37,"37,304","38,378",,,"43,260",,
Manitoba_1994,"16,858","16,844",14.0,,,,,,,,,,,,,,,,,,"33,210","21,572","9,535","1,720","1,179","7,003","12,082",461,"11,282","5,642","4,119","2,072","1,961","1,314",800,346,37,"1,544",380,380,53,452,"16,305","7,052","6,232",859,"9,410","3,785","5,745","17,107","6,547","5,341","1,254","10,735","5,320","5,401",79,"38,774","38,839",,,"42,675",,
Manitoba_1995,"16,461","16,442",19.0,,,,,,,,,,,,,,,,,,"33,833","22,050","9,737","1,754","1,238","7,097","12,360",551,"11,298","5,875","4,387","1,837","2,327","1,578",942,333,37,"1,498",227,226,146,83,"16,847","7,159","6,361",828,"9,878","4,259","5,681","18,248","7,366","6,057","1,344","10,879","5,259","5,614",132,"38,795","39,704",,,"41,058",,
Manitoba_1996,"15,832","15,816",16.0,,,,,,,,,,,,,,,,,,"34,124","22,329","9,974","1,902","1,235","7,162","12,389",590,"11,245","6,530","5,078","2,069","2,728","1,941","1,067",384,41,"1,430",495,495,103,507,"17,755","7,803","6,908",936,"10,096","4,514","5,606","19,258","7,390","6,010","1,440","12,040","6,215","5,788",-26,"39,800","40,683",,,"38,379",,
Manitoba_1997,"14,964","14,947",17.0,,,,,,,,,,,,,,,,,,"35,156","23,123","10,366","2,140","1,273","7,209","12,787",721,"11,311","7,206","5,846","1,892","3,527","2,259","1,486",316,82,"1,247",790,791,778,-138,"19,556","9,411","8,414","1,025","10,146","4,568","5,595","21,586","8,714","7,249","1,483","12,883","6,599","6,248",266,"41,525","42,414",,,"37,797",,
Manitoba_1998,"14,871","14,853",18.0,"192,312","192,309",0.0,0.0,"192,309","192,312",0.0,0.0,,,,,,,,,,"35,706","23,365","10,449","2,158","1,306","7,226","12,950",783,"11,579","7,336","5,956","1,872","3,591","2,389","1,474",365,44,"1,319",-184,-184,-235,129,"21,830","10,460","9,346","1,146","11,380","4,954","6,480","21,925","8,946","7,519","1,426","12,947","6,477","6,441",236,"43,381","43,096",,,"37,068",,
Manitoba_1999,"14,769","14,758",11.0,"192,630","192,630",0.0,0.0,"192,630","192,630",0.0,0.0,,,,,,,,,,"36,453","23,793","10,656","2,211","1,340","7,341","13,170",846,"11,846","7,666","6,034","1,781","3,635","2,108","1,631",457,84,"1,543",436,435,350,31,"22,072","10,275","9,074","1,251","11,854","5,161","6,750","23,008","9,045","7,603","1,441","14,084","7,294","6,748",59,"43,990","44,182",,,"37,428",,
Manitoba_2000,"14,611","14,592",19.0,"197,067","197,067",0.0,0.0,"197,067","197,067",0.0,0.0,,,,,,,,,,"37,344","24,291","10,925","2,299","1,379","7,470","13,395",871,"12,232","7,569","6,040","1,814","3,669","1,675","1,862",399,64,"1,456",319,318,35,413,"23,467","10,660","9,539","1,152","12,910","5,714","7,243","23,479","9,416","7,868","1,554","14,112","7,179","6,902",167,"45,856","44,972",,,"38,241",,
Manitoba_2001,"14,468","14,459",9.0,"189,912","189,912",0.0,0.0,"189,912","189,912",0.0,0.0,,,,,,,,,,"38,017","24,704","11,209","2,409","1,453","7,533","13,516",884,"12,484","7,989","6,352","2,027","3,741","1,914","1,797",470,72,"1,557",-441,-441,-249,-214,"24,145","11,115","9,965","1,178","13,108","5,898","7,241","23,992","9,054","7,564","1,497","15,204","8,016","7,118",160,"46,346","46,067","1,151,454",71.0,"40,641",,
Manitoba_2002,"14,335","14,315",20.0,"188,907","188,907",0.0,0.0,"188,907","188,907",0.0,0.0,,,,,,,,,"14,139","39,097","25,442","11,725","2,648","1,526","7,694","13,722",952,"12,752","8,026","6,393","2,245","3,654","1,787","1,797",453,94,"1,524",-25,-23,93,-185,"24,181","11,367","10,168","1,232","12,850","5,906","6,953","24,666","9,624","8,095","1,529","15,187","7,878","7,254",96,"47,142","47,186","1,156,680",70.2,"43,008",,
Manitoba_2003,"14,393","14,378",15.0,"186,891","186,891",0.0,0.0,"186,894","186,894",0.0,0.0,,,,,,,,,"14,445","40,047","25,869","11,958","2,707","1,568","7,821","13,913",969,"13,290","8,218","6,529","2,388","3,612","1,862","1,727",526,82,"1,596",958,956,378,764,"24,532","11,509","10,314","1,226","13,062","6,098","6,959","26,301","10,353","8,743","1,608","16,073","8,523","7,471",10,"47,766","48,331","1,163,596",69.5,"44,667",,
Manitoba_2004,"14,294","14,288",6.0,"186,285","186,288",0.0,0.0,"186,288","186,288",0.0,0.0,,,,,,,,,"14,280","41,109","26,726","12,385","2,852","1,654","7,996","14,340",837,"13,609","8,847","7,125","2,641","3,955","1,886","1,978",534,50,"1,659",283,283,331,-200,"25,557","11,968","10,851","1,133","13,634","6,404","7,218","27,195","10,897","9,214","1,681","16,379","8,345","7,999",14,"48,948","50,011","1,173,238",68.6,"47,931",,
Manitoba_2005,"14,581","14,568",13.0,"184,353","184,353",0.0,0.0,"184,353","184,353",0.0,0.0,,,,,,,,,"14,211","42,054","27,538","12,642","3,005","1,729","7,990","14,905",873,"13,678","9,128","7,165","2,801","3,732","1,652","1,945",680,108,"1,844",24,24,188,-339,"26,544","13,005","11,685","1,350","13,501","6,049","7,479","27,925","11,545","9,757","1,786","16,403","8,111","8,297",119,"50,322","51,233","1,178,264",68.0,"49,692",,
Manitoba_2006,"15,009","14,997",12.0,"182,373","182,370",0.0,0.0,"182,370","182,373",0.0,0.0,,,,,,,,,"14,250","43,057","28,436","13,055","3,147","1,876","8,082","15,390",899,"13,732","10,070","7,774","2,918","4,293","2,201","2,032",585,109,"2,183","1,193","1,195",668,601,"27,707","13,348","12,012","1,365","14,353","6,349","8,043","30,029","12,397","10,380","2,016","17,660","8,626","9,057",-16,"52,166","53,149","1,183,562",67.6,"55,452",,
Manitoba_2007,"15,698","15,693",5.0,"193,761","193,764",0.0,0.0,"180,042","180,045",0.0,0.0,"12,546","12,543",0.0,0.0,"1,176","1,176",0.0,0.0,"14,346","44,931","29,868","13,783","3,427","2,002","8,382","16,090",948,"14,109","10,900","8,384","3,105","4,614","2,221","2,295",685,73,"2,445",205,203,338,-260,"30,435","14,919","13,556","1,377","15,460","7,196","8,281","33,312","14,250","12,204","2,044","19,048","9,899","9,105",5,"53,501","55,841","1,189,451",67.3,"50,085",,
Manitoba_2008,"15,915","15,912",3.0,"193,332","193,335",0.0,0.0,"179,319","179,322",0.0,0.0,"12,780","12,780",0.0,0.0,"1,236","1,236",0.0,0.0,"14,322","46,847","30,871","14,405","3,723","2,145","8,542","16,465","1,076","14,906","11,870","9,135","3,141","5,280","2,894","2,331",716,88,"2,648",613,608,278,372,"30,328","14,755","13,467","1,297","15,536","7,338","8,212","34,434","15,475","13,254","2,219","18,912","9,213","9,731",-4,"55,454","58,720","1,197,775",67.2,"49,305",,
Manitoba_2009,"16,371","16,363",8.0,"192,201","192,201",0.0,0.0,"177,960","177,963",0.0,0.0,"12,951","12,951",0.0,0.0,"1,290","1,290",0.0,0.0,"14,334","47,314","31,243","14,558","3,695","2,157","8,717","16,685","1,010","15,063","11,196","8,593","3,118","4,903","3,004","1,897",585,100,"2,502",-278,-269,-311,94,"30,403","14,437","12,991","1,452","15,962","8,192","7,769","33,574","13,187","11,238","1,948","20,462","10,300","10,159",-20,"55,370","58,512","1,208,556",67.1,"51,300",,
Manitoba_2010,"16,255","16,249",6.0,"192,381","192,381",0.0,0.0,"177,498","177,498",0.0,0.0,"13,206","13,203",0.0,0.0,"1,677","1,677",0.0,0.0,"14,433","48,412","32,391","14,975","3,826","2,252","8,902","17,416",973,"15,047","13,010","9,867","3,313","5,803","3,680","2,135",749,106,"3,037",-546,-563,86,-785,"30,793","14,486","12,907","1,578","16,304","8,350","7,953","35,273","14,713","12,572","2,140","20,570","10,037","10,530",-51,"56,727","61,418","1,220,780",66.8,"54,945",,
Manitoba_2011,"16,045","16,039",6.0,"192,711","192,711",,,"177,678","177,678",,,"13,398","13,398",,,"1,635","1,635",,,"13,065","50,006","33,166","15,288","3,969","2,335","8,986","17,878","1,080","15,761","12,872","9,843","3,396","5,746","3,497","2,254",701,95,"2,934",-304,-297,368,-734,"31,698","15,360","13,782","1,580","16,343","8,309","8,033","36,597","15,519","13,357","2,162","21,080","10,247","10,831",-35,"58,087","62,880","1,233,649",66.7,"62,001",,
Manitoba_2012,"16,800","16,791",9.0,"194,148","194,148",,,"178,917","178,920",,,"13,416","13,416",,,"1,815","1,812",,,"13,479","51,257","33,907","15,525","4,195","2,429","8,901","18,382","1,093","16,257","13,570","10,327","3,559","6,028","3,334","2,694",740,95,"3,148",896,859,17,842,"32,162","15,056","13,403","1,654","17,106","8,929","8,177","37,998","17,063","14,679","2,384","20,935","9,961","10,973",-41,"59,846","64,827","1,249,975",66.9,"60,702",,
Manitoba_2013,"16,914","16,909",5.0,"195,171","195,171",,,"179,289","179,292",,,"13,491","13,491",,,"2,388","2,385",,,"13,662","52,084","34,822","16,011","4,498","2,462","9,053","18,811","1,160","16,108","13,668","10,693","3,747","6,196","3,379","2,817",750,104,"2,872","1,392","1,395",438,960,"32,310","14,927","13,189","1,738","17,381","9,602","7,781","38,404","17,631","14,990","2,639","20,773","10,096","10,679",3,"61,583","65,752","1,264,620",67.1,"61,533",,
Manitoba_2014,"16,984","16,978",6.0,"195,432","195,429",,,"179,106","179,106",,,"13,515","13,512",,,"2,808","2,811",,,"13,707","52,747","35,783","16,510","4,766","2,554","9,194","19,274","1,123","15,859","14,184","11,441","3,736","7,022","4,129","2,889",687,129,"2,615",507,529,383,146,"33,316","15,652","13,779","1,873","17,662","9,094","8,582","38,465","17,656","15,036","2,618","20,809","9,660","11,156",-13,"62,853","66,930","1,279,014",67.3,"62,211",,
Manitoba_2015,"17,134","17,123",11.0,"196,341","196,341",,,"179,733","179,736",,,"13,641","13,641",,,"2,964","2,964",,,"13,908","53,464","36,301","16,662","4,820","2,645","9,203","19,638","1,221","15,965","14,306","11,446","3,504","7,264","4,337","2,924",682,94,"2,766",289,277,-84,360,"32,582","15,364","13,375","1,990","17,215","8,419","8,836","37,583","17,665","14,912","2,754","19,890","9,255","10,640",-11,"63,628","67,768","1,292,227",67.7,"61,974",,
Manitoba_2016,"17,400","17,386",14.0,"198,132","198,132",,,"181,023","181,020",,,"13,833","13,833",,,"3,276","3,276",,,"14,097","54,267","36,833","16,862","4,858","2,668","9,342","19,968","1,301","16,160","13,721","10,839","3,563","6,630","4,161","2,475",652,82,"2,802",221,222,373,-142,"32,519","15,579","13,404","2,171","16,937","8,324","8,650","36,750","16,987","14,228","2,764","19,768","9,383","10,395",-10,"64,549","67,976","1,314,139",68.0,"63,192",,
Manitoba_2017,"17,500","17,471",29.0,"200,226","200,223",,,"183,015","183,015",,,"13,818","13,815",,,"3,390","3,393",,,,"55,991","38,196","17,603","5,141","2,793","9,673","20,597","1,325","16,505","14,308","11,595","3,929","6,990","4,265","2,727",682,80,"2,631",409,427,285,144,"33,810","15,673","13,356","2,308","18,127","9,433","8,707","38,407","18,049","15,295","2,758","20,330","9,469","10,865",-17,"66,670","70,289","1,334,790",68.4,"62,952",,
Manitoba_2018,"17,542","17,506",36.0,"202,545","202,545",,,"184,710","184,707",,,"14,196","14,196",,,"3,639","3,639",,,,"57,137","39,008","18,021","5,229","2,875","9,923","20,993","1,364","16,803","14,192","11,864","4,006","7,023","4,450","2,580",841,79,"2,244",485,466,500,-29,"34,380","16,159","13,607","2,537","18,214","9,241","9,002","38,784","18,422","15,602","2,823","20,315","9,343","10,974",15,"68,003","71,313","1,352,825",69.0,"62,802",,
Manitoba_2019,"17,186","17,144",42.0,"204,249","204,249",,,"186,522","186,522",,,"14,022","14,019",,,"3,708","3,708",,,,"57,852","39,456","18,054","5,188","2,885","9,986","21,398","1,353","17,078","13,975","11,801","4,078","6,881","4,290","2,595",848,77,"2,091",639,646,712,-67,"34,987","15,898","13,156","2,720","19,076","10,155","8,917","39,213","18,303","15,352","2,951","20,897","9,316","11,583",7,"68,813","71,804","1,369,954",69.6,"63,363",,
Manitoba_2020,"16,908","16,883",25.0,"205,908","205,908",,,"187,893","187,893",,,"14,325","14,325",,,"3,690","3,690",,,,"55,878","36,878","17,934","5,095","2,592","10,236","19,012","1,355","17,597","12,767","10,460","4,159","5,471","3,304","2,165",830,76,"2,232",-697,-828,-675,-155,"32,832","15,017","12,624","2,379","17,802","9,182","8,637","35,779","16,148","14,034","2,134","19,691","8,995","10,703",10,"65,763","68,608","1,380,648",70.1,"65,037",,
Manitoba_2021,"14,561","14,552",9.0,"202,089","202,089",,,"179,874","179,877",,,"14,184","14,184",,,"8,025","8,028",,,,"59,193","38,922","19,090","5,650","3,132","10,328","19,914","1,347","18,856","12,838","10,571","4,719","4,923","2,491","2,429",891,79,"2,187",-909,-750,55,-775,"32,733","14,091","11,922","2,154","18,668","10,118","8,515","37,848","17,147","15,091","2,087","20,757","9,551","11,211",13,"66,917","71,969","1,383,765",70.3,"63,363",,
New Brunswick_1991,"9,651","9,644",7.0,,,,,,,,,,,,,,,,,,"20,468","12,480","6,565","1,158",733,"4,955","5,905",228,"7,950","3,599","2,522",885,"1,493","1,187",537,106,23,"1,089",-33,-33,-26,-12,"13,699","6,609","6,321",342,"7,279","4,581","2,624","16,554","6,648","6,199",439,"9,844","5,060","4,777",59,"21,546","24,008",,,,,
New Brunswick_1992,"9,568","9,554",14.0,,,,,,,,,,,,,,,,,,"20,715","12,663","6,600","1,165",740,"4,973","6,058",221,"8,015","3,370","2,333",938,"1,287",614,640,110,22,"1,057",-138,-138,-149,35,"14,826","7,376","7,030",398,"7,644","4,823","2,745","16,975","7,400","6,907",484,"9,560","4,882","4,668",17,"21,842","23,991",,,,,
New Brunswick_1993,"9,197","9,184",13.0,,,,,,,,,,,,,,,,,,"21,252","12,885","6,714","1,195",752,"5,043","6,167",222,"8,362","3,242","2,143",943,"1,102",466,573,128,20,"1,151",-7,-8,9,-34,"15,558","7,728","7,272",484,"8,033","5,145","2,811","17,550","8,433","7,887",542,"9,152","4,364","4,757",45,"22,523","24,371",,,"28,029",,
New Brunswick_1994,"9,114","9,098",16.0,,,,,,,,,,,,,,,,,,"21,286","13,032","6,755","1,177",760,"5,110","6,275",218,"8,221","3,158","2,091",965,"1,009",636,436,166,26,"1,108",-22,-22,-14,-15,"16,682","8,021","7,468",561,"8,896","5,824","2,990","17,979","9,083","8,504",577,"8,959","4,501","4,438",80,"22,983","24,311",,,"28,350",,
New Brunswick_1995,"8,759","8,748",11.0,,,,,,,,,,,,,,,,,,"21,489","13,355","6,899","1,206",800,"5,169","6,454",214,"8,058","3,467","2,284",797,"1,287",887,525,173,22,"1,240",-3,-3,-8,12,"17,647","8,680","8,110",585,"9,200","6,065","3,048","18,646","9,336","8,769",574,"9,370","4,804","4,548",57,"23,762","24,857",,,"28,386",,
New Brunswick_1996,"8,353","8,338",15.0,,,,,,,,,,,,,,,,,,"21,701","13,661","7,043","1,245",818,"5,251","6,617",227,"7,911","3,746","2,573",906,"1,442",948,608,199,26,"1,200",-5,-5,-13,19,"18,292","9,311","8,606",704,"9,195","5,909","3,212","19,465","9,796","9,144",641,"9,733","5,006","4,708",-35,"24,010","25,378",,,"28,650",,
New Brunswick_1997,"8,101","8,090",11.0,,,,,,,,,,,,,,,,,,"22,050","13,961","7,310","1,404",834,"5,284","6,647",283,"7,881","3,485","2,457",961,"1,315",692,634,184,23,"1,038",229,229,213,17,"18,666","9,820","8,940",853,"9,035","5,803","3,161","20,157","10,424","9,767",658,"9,811","5,123","4,670",118,"24,232","25,428",,,"28,608",,
New Brunswick_1998,"8,056","8,043",13.0,"131,586","131,586",0.0,0.0,"131,586","131,586",0.0,0.0,,,,,,,,,,"22,865","14,381","7,577","1,509",876,"5,369","6,799",304,"8,281","4,068","3,003",940,"1,787","1,006",830,203,15,"1,058",-2,-1,1,-4,"19,751","10,509","9,560",920,"9,435","5,947","3,417","21,364","11,102","10,441",676,"10,349","5,390","4,939",-59,"25,060","26,873",,,"27,957",,
New Brunswick_1999,"7,735","7,724",11.0,"129,132","129,132",0.0,0.0,"129,129","129,132",0.0,0.0,,,,,,,,,,"23,653","14,909","7,924","1,639",911,"5,523","6,979",354,"8,485","5,008","3,722",986,"2,376","1,752",900,205,22,"1,267",335,335,336,-20,"20,942","11,264","10,211","1,011","9,878","6,128","3,680","23,467","12,268","11,595",713,"11,300","5,923","5,359",44,"26,629","28,686",,,"28,131",,
New Brunswick_2000,"7,544","7,535",9.0,"127,002","127,002",0.0,0.0,"127,002","127,002",0.0,0.0,,,,,,,,,,"24,088","15,352","8,104","1,703",941,"5,591","7,243",359,"8,434","5,059","3,848","1,194","2,336","1,522",989,210,23,"1,173",393,393,371,21,"21,610","12,169","11,161",989,"9,604","5,712","3,844","24,044","12,652","11,979",721,"11,499","6,016","5,464",-23,"27,184","29,169",,,"27,903",,
New Brunswick_2001,"7,347","7,337",10.0,"124,941","124,941",0.0,0.0,"124,944","124,941",0.0,0.0,,,,,,,,,,"24,323","15,470","8,089","1,686",959,"5,569","7,378",366,"8,551","4,336","3,237","1,331","1,687",810,870,232,26,"1,070",99,99,101,-8,"24,330","14,055","12,965","1,082","10,415","6,362","3,982","24,956","13,483","12,794",750,"11,574","6,265","5,293",-100,"27,683","28,624","749,820",60.5,"29,916",,
