Index,MSE
provincial_set_overall_imputer_minmax_discretized: Alberta_economics,0.4897959183673471
provincial_set_overall_imputer_minmax_discretized: British Columbia_economics,0.36
provincial_set_overall_imputer_minmax_discretized: Manitoba_economics,0.2551515151515152
provincial_set_overall_imputer_minmax_discretized: New Brunswick_economics,0.8695959595959596
provincial_set_overall_imputer_minmax_discretized: Newfoundland and Labrador_economics,1.002121212121212
provincial_set_overall_imputer_minmax_discretized: Northwestern_economics,0.05612244897959182
provincial_set_overall_imputer_minmax_discretized: Nova Scotia_economics,0.28505050505050505
provincial_set_overall_imputer_minmax_discretized: Nunavut_economics,0.022727272727272728
provincial_set_overall_imputer_minmax_discretized: Ontario_economics,0.19962638372077127
provincial_set_overall_imputer_minmax_discretized: Prince Edward Island_economics,0.1867676767676767
provincial_set_overall_imputer_minmax_discretized: Quebec_economics,0.5363466811451734
provincial_set_overall_imputer_minmax_discretized: Saskatchewan_economics,0.2657575757575756
provincial_set_overall_imputer_minmax_discretized: Yukon_economics,0.00010101010101010165
provincial_set_overall_imputer_minmax_nondiscretized: Alberta_economics,0.0027313308946108113
provincial_set_overall_imputer_minmax_nondiscretized: British Columbia_economics,0.0019045324943036443
provincial_set_overall_imputer_minmax_nondiscretized: Manitoba_economics,0.0008018469888088488
provincial_set_overall_imputer_minmax_nondiscretized: New Brunswick_economics,0.0020261543852312827
provincial_set_overall_imputer_minmax_nondiscretized: Newfoundland and Labrador_economics,0.0022097197069367806
provincial_set_overall_imputer_minmax_nondiscretized: Northwestern_economics,0.0006135158183921189
provincial_set_overall_imputer_minmax_nondiscretized: Nova Scotia_economics,0.0013624916240586942
provincial_set_overall_imputer_minmax_nondiscretized: Nunavut_economics,0.0009523052473739414
provincial_set_overall_imputer_minmax_nondiscretized: Ontario_economics,0.0022231848251567086
provincial_set_overall_imputer_minmax_nondiscretized: Prince Edward Island_economics,0.0002504650001059296
provincial_set_overall_imputer_minmax_nondiscretized: Quebec_economics,0.002717911115654838
provincial_set_overall_imputer_minmax_nondiscretized: Saskatchewan_economics,0.0029198126198740747
provincial_set_overall_imputer_minmax_nondiscretized: Yukon_economics,1.8957218163481263e-05
provincial_set_overall_imputer_nonorm_discretized: Alberta_economics,0.4897959183673471
provincial_set_overall_imputer_nonorm_discretized: British Columbia_economics,0.36
provincial_set_overall_imputer_nonorm_discretized: Manitoba_economics,0.2551515151515152
provincial_set_overall_imputer_nonorm_discretized: New Brunswick_economics,0.8614141414141414
provincial_set_overall_imputer_nonorm_discretized: Newfoundland and Labrador_economics,1.0817171717171716
provincial_set_overall_imputer_nonorm_discretized: Northwestern_economics,0.05612244897959182
provincial_set_overall_imputer_nonorm_discretized: Nova Scotia_economics,0.19575757575757577
provincial_set_overall_imputer_nonorm_discretized: Nunavut_economics,0.022727272727272728
provincial_set_overall_imputer_nonorm_discretized: Ontario_economics,0.16270247151726946
provincial_set_overall_imputer_nonorm_discretized: Prince Edward Island_economics,0.1867676767676767
provincial_set_overall_imputer_nonorm_discretized: Quebec_economics,0.5363466811451734
provincial_set_overall_imputer_nonorm_discretized: Saskatchewan_economics,0.2657575757575756
provincial_set_overall_imputer_nonorm_discretized: Yukon_economics,0.00010101010101010165
provincial_set_overall_imputer_nonorm_nondiscretized: Alberta_economics,23392778217.31391
provincial_set_overall_imputer_nonorm_nondiscretized: British Columbia_economics,8450678903.611899
provincial_set_overall_imputer_nonorm_nondiscretized: Manitoba_economics,322176344.25371146
provincial_set_overall_imputer_nonorm_nondiscretized: New Brunswick_economics,617141041.2249033
provincial_set_overall_imputer_nonorm_nondiscretized: Newfoundland and Labrador_economics,17976072.748854924
provincial_set_overall_imputer_nonorm_nondiscretized: Northwestern_economics,1223670.3791488067
provincial_set_overall_imputer_nonorm_nondiscretized: Nova Scotia_economics,71934770.90655567
provincial_set_overall_imputer_nonorm_nondiscretized: Nunavut_economics,893734.352550463
provincial_set_overall_imputer_nonorm_nondiscretized: Ontario_economics,46884859530.38475
provincial_set_overall_imputer_nonorm_nondiscretized: Prince Edward Island_economics,242280.3271116718
provincial_set_overall_imputer_nonorm_nondiscretized: Quebec_economics,3313546050.1220903
